"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.850782625E0,-2.400306702E0,2.464532089E1,-3.636278152E1,4.399324033E1
9.860752625E0,-2.355987549E0,2.472563744E1,-3.624441528E1,4.393820050E1
9.870722625E0,-2.351394653E0,2.470652580E1,-3.638880157E1,4.404641136E1
9.880692625E0,-2.316390991E0,2.469991684E1,-3.643756866E1,4.408115209E1
9.890663625E0,-2.429542542E0,2.460099411E1,-3.650541687E1,4.408806016E1
9.900633625E0,-2.429542542E0,2.460099411E1,-3.650541687E1,4.408806016E1
9.910603625E0,-2.305931091E0,2.454158592E1,-3.646616364E1,4.401576818E1
9.920573625E0,-2.469139099E0,2.441021347E1,-3.640689468E1,4.390235928E1
9.930543625E0,-2.574501038E0,2.439819145E1,-3.627574921E1,4.379303349E1
9.940513625E0,-2.580787659E0,2.447470856E1,-3.625827789E1,4.382162183E1
9.950484625E0,-2.535232544E0,2.455223465E1,-3.627196121E1,4.387362306E1
9.960454625E0,-2.405426025E0,2.445323944E1,-3.627789688E1,4.381589661E1
9.970424625E0,-2.467315674E0,2.453322029E1,-3.637260056E1,4.394237836E1
9.980394625E0,-2.384643555E0,2.455480576E1,-3.631996918E1,4.390632268E1
9.990364625E0,-2.227378845E0,2.449945831E1,-3.637808228E1,4.391525412E1
